ID,CITY_NAME,ZIP_CODE,COUNTY_ID,LONGITUDE,LATITUDE,STREET_NUMBER,STREET_NAME,UNIT_NUMBER,ZIP_SUFFIX
3,NATCHEZ,39120,1,,,,,,
4,NATCHEZ,39120,1,,,,,,
5,NATCHEZ,39120,1,,,,,,
6,NATCHEZ,39120,1,,,,,,
7,NATCHEZ,39120,1,,,,,,
8,NATCHEZ,39120,1,,,,,,
9,NATCHEZ,39120,1,,,,,,
10,NATCHEZ,39120,1,,,,,,
11,NATCHEZ,39120,1,,,,,,
12,NATCHEZ,39120,1,,,,,,
13,NATCHEZ,39120,1,,,,,,
14,NATCHEZ,39120,1,,,,,,
15,NATCHEZ,39120,1,,,,,,
16,NATCHEZ,39120,1,,,,,,
17,NATCHEZ,39120,1,,,,,,
18,NATCHEZ,39120,1,,,,,,
19,NATCHEZ,39120,1,,,,,,
20,NATCHEZ,39120,1,,,,,,
21,NATCHEZ,39120,1,,,,,,
22,NATCHEZ,39120,1,,,,,,
23,NATCHEZ,39120,1,,,,,,
24,NATCHEZ,39120,1,,,,,,
25,NATCHEZ,39120,1,,,,,,
26,NATCHEZ,39120,1,,,,,,
27,NATCHEZ,39120,1,,,,,,
28,NATCHEZ,39120,1,,,,,,
29,NATCHEZ,39120,1,,,,,,
30,NATCHEZ,39120,1,,,,,,
31,NATCHEZ,39120,1,,,,,,
32,NATCHEZ,39120,1,,,,,,
33,NATCHEZ,39120,1,,,,,,
34,NATCHEZ,39120,1,,,,,,
35,NATCHEZ,39120,1,,,,,,
36,NATCHEZ,39120,1,,,,,,
37,NATCHEZ,39120,1,,,,,,
38,NATCHEZ,39120,1,,,,,,
39,NATCHEZ,39120,1,,,,,,
40,NATCHEZ,39120,1,,,,,,
41,NATCHEZ,39120,1,,,,,,
42,NATCHEZ,39120,1,,,,,,
43,NATCHEZ,39120,1,,,,,,
44,NATCHEZ,39120,1,,,,,,
45,NATCHEZ,39120,1,,,,,,
46,NATCHEZ,39120,1,,,,,,
47,NATCHEZ,39120,1,,,,,,
48,NATCHEZ,39120,1,,,,,,
49,NATCHEZ,39120,1,,,,,,
50,NATCHEZ,39120,1,,,,,,
51,NATCHEZ,39120,1,,,,,,
52,NATCHEZ,39120,1,,,,,,
53,NATCHEZ,39120,1,,,,,,
54,NATCHEZ,39120,1,,,,,,
55,NATCHEZ,39120,1,,,,,,
56,NATCHEZ,39120,1,,,,,,
57,CORINTH,38834,2,,,,,,
58,CORINTH,38834,2,,,,,,
59,CORINTH,38834,2,,,,,,
60,CORINTH,38834,2,,,,,,
61,CORINTH,38834,2,,,,,,
62,CORINTH,38834,2,,,,,,
63,CORINTH,38834,2,,,,,,
64,CORINTH,38834,2,,,,,,
65,CORINTH,38834,2,,,,,,
66,CORINTH,38834,2,,,,,,
67,RIENZI,38865,2,-88.5328139,34.7682124,21,School Street,,
68,CORINTH,38834,2,,,,,,
69,CORINTH,38834,2,,,,,,
70,CORINTH,38834,2,,,,,,
71,CORINTH,38834,2,,,,,,
72,CORINTH,38834,2,,,,,,
73,CORINTH,38834,2,,,,,,
74,CORINTH,38834,2,,,,,,
75,CORINTH,38834,2,,,,,,
76,CORINTH,38834,2,,,,,,
77,CORINTH,38834,2,,,,,,
78,CORINTH,38834,2,,,,,,
79,CORINTH,38834,2,,,,,,
80,CORINTH,38834,2,,,,,,
81,CORINTH,38834,2,,,,,,
82,LIBERTY,39664,3,,,,,,
83,LIBERTY,39664,3,,,,,,
84,GLOSTER,39638,3,-91.0233233,31.1959801,183,West Tate Street,,
85,LIBERTY,39664,3,,,,,,
86,LIBERTY,39664,3,,,,,,
87,LIBERTY,39664,3,,,,,,
88,GLOSTER,39638,3,-90.8965493,31.2037838,3061,Old 24 Compromise Road,,
89,SMITHDALE,39664,3,,,,,,
90,GLOSTER,39638,3,-90.9561441,31.1895083,,Mississippi 24,,
91,LIBERTY,39664,3,,,,,,
92,LIBERTY,39645,3,,,,,,
93,GLOSTER,39638,3,-90.9450451,31.1859209,4667,Berwick Cassels Road,,
94,SMITHDALE,39664,3,,,,,,
95,LIBERTY,39664,3,,,,,,
96,KOSCIUSKO,39090,4,,,,,,
97,KOSCIUSKO,39090,4,,,,,,
98,KOSCIUSKO,39090,4,,,,,,
99,KOSCIUSKO,39090,4,,,,,,
100,KOSCIUSKO,39090,4,,,,,,
101,KOSCIUSKO,39090,4,,,,,,
102,KOSCIUSKO,39090,4,,,,,,
103,SALLIS,39160,4,-89.6895535,33.0232887,6315,County Road 4167,,
104,KOSCIUSKO,39090,4,,,,,,
105,KOSCIUSKO,39090,4,,,,,,
106,KOSCIUSKO,39090,4,,,,,,
107,KOSCIUSKO,39090,4,,,,,,
108,KOSCIUSKO,39090,4,,,,,,
109,MC COOL,39108,4,,,,,,
110,ETHEL,39067,4,-89.4686051,33.1224257,2178,College Street,,
111,KOSCIUSKO,39090,4,,,,,,
112,KOSCIUSKO,39090,4,,,,,,
113,KOSCIUSKO,39090,4,,,,,,
114,SALLIS,39160,4,-89.7655663,33.0062108,9534,Mississippi 429,,
115,KOSCIUSKO,39090,4,,,,,,
116,KOSCIUSKO,39090,4,,,,,,
117,KOSCIUSKO,39090,4,,,,,,
118,KOSCIUSKO,39090,4,,,,,,
119,KOSCIUSKO,39090,4,,,,,,
120,SALLIS,39160,4,-89.8135396,33.0261251,2937,County Road 4110,,
121,KOSCIUSKO,39090,4,,,,,,
122,KOSCIUSKO,39090,4,,,,,,
123,KOSCIUSKO,39090,4,,,,,,
124,SALLIS,39160,4,-89.5918347,33.065354,109,Mississippi 12,,
125,KOSCIUSKO,39090,4,,,,,,
126,KOSCIUSKO,39090,4,,,,,,
127,SALLIS,39160,4,-89.589799,33.0577505,100,North Jackson Street,,3730
128,KOSCIUSKO,39090,4,,,,,,
129,KOSCIUSKO,39090,4,,,,,,
130,KOSCIUSKO,39090,4,,,,,,
131,KOSCIUSKO,39090,4,,,,,,
132,SALLIS,39160,4,-89.6000155,33.0659057,340,Highway 12 W,,
133,KOSCIUSKO,39090,4,,,,,,
134,KOSCIUSKO,39090,4,,,,,,
135,KOSCIUSKO,39090,4,,,,,,
136,KOSCIUSKO,39090,4,,,,,,
137,KOSCIUSKO,39090,4,,,,,,
138,SALLIS,39160,4,-89.9755162,32.8707838,334,U.S. 51,,
139,SALLIS,39160,4,-89.9719093,32.8901193,532,U.S. 51,,
140,KOSCIUSKO,39090,4,,,,,,
141,KOSCIUSKO,39090,4,,,,,,
142,KOSCIUSKO,39090,4,,,,,,
143,KOSCIUSKO,39090,4,,,,,,
144,KOSCIUSKO,39090,4,,,,,,
145,KOSCIUSKO,39090,4,,,,,,
146,KOSCIUSKO,39090,4,,,,,,
147,KOSCIUSKO,39090,4,,,,,,
148,KOSCIUSKO,39090,4,,,,,,
149,KOSCIUSKO,39090,4,,,,,,
150,SALLIS,39160,4,-89.9795454,32.9435187,4850,Mississippi 17,,
151,KOSCIUSKO,39090,4,,,,,,
152,KOSCIUSKO,39090,4,,,,,,
153,KOSCIUSKO,39090,4,,,,,,
154,SALLIS,39160,4,-89.828784,33.2029,14818,Emory Road,,8248
155,SALLIS,39160,4,-89.5635905,33.0677812,863,Mississippi 12,,9397
156,KOSCIUSKO,39090,4,,,,,,
157,LAMAR,38642,5,-89.2656701,34.8537279,4854,Lamar Road,,
158,HICKORY FLAT,38633,5,-89.1912791,34.6136619,26,Rebel Drive,,
159,ASHLAND,38603,5,,,,,,
160,LAMAR,38642,5,-89.3875992,34.8883623,1182,Kimbrough Chapel Road,,
161,MICHIGAN CITY,38647,5,-89.181325,35.0196693,2445,Park Swain Road,,6335
162,MICHIGAN CITY,38647,5,-89.163029,34.844176,293,Sims Chapel Road,,
163,LAMAR,38642,5,-89.4146138,34.9791398,,Concord Road,,
164,ROSEDALE,38769,6,-91.0302008,33.8536704,308,Court Street,,
165,CLEVELAND,38732,6,-90.7201419,33.7519285,500,North Sharpe Avenue,,2365
166,ROSEDALE,38769,6,-91.0276221,33.8514215,1307,Mississippi 1,,
167,SHELBY,38774,6,-90.7600037,33.9470483,1007,East Hearn Avenue,,
